"title","tomatometer","audience_score","sentiment","num_reviews","url"
"John Wick: Chapter 2 | Rotten Tomatoes","89%","85%","0.36442728837331134","20","https://www.rottentomatoes.com/m/john_wick_chapter_2"
"Soldier | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/soldier"
"A Cure for Wellness | Rotten Tomatoes","42%","42%","-0.2494164283076922","20","https://www.rottentomatoes.com/m/a_cure_for_wellness"
"Newsies | Rotten Tomatoes","39%","88%","0.13870105147361755","16","https://www.rottentomatoes.com/m/newsies"
"American Fable | Rotten Tomatoes","76%","41%","0.49997352808713913","8","https://www.rottentomatoes.com/m/american_fable"
"A Wedding | Rotten Tomatoes","N/A","87%","N/A","0","https://www.rottentomatoes.com/m/a_wedding"
"Handle With Care | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/handle_with_care"
"Glory | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/glory"
"Before I Fall | Rotten Tomatoes","64%","57%","0.6562273080150286","20","https://www.rottentomatoes.com/m/before_i_fall"
"Disappearance | Rotten Tomatoes","64%","N/A%","0.3353642423947652","3","https://www.rottentomatoes.com/m/disappearance"
"Donald Cried | Rotten Tomatoes","89%","70%","0.07908333688974378","13","https://www.rottentomatoes.com/m/donald_cried"
"Duplicity | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/duplicity"
"The Shack | Rotten Tomatoes","20%","76%","-0.15878763794898987","20","https://www.rottentomatoes.com/m/the_shack"
"Table 19 | Rotten Tomatoes","25%","41%","-0.42442458619674045","20","https://www.rottentomatoes.com/m/table_19"
"The Last Word | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/the_last_word"
"The Last Word | Rotten Tomatoes","40%","48%","-0.1995205521583557","5","https://www.rottentomatoes.com/m/last_word"
"Prodigy | Rotten Tomatoes","N/A","47%","N/A","0","https://www.rottentomatoes.com/m/prodigy"
"How to Be a Latin Lover | Rotten Tomatoes","40%","61%","-0.14220473170280457","11","https://www.rottentomatoes.com/m/how_to_be_a_latin_lover"
"Kong: Skull Island | Rotten Tomatoes","75%","70%","0.07310271014769872","20","https://www.rottentomatoes.com/m/kong_skull_island"
"Night Watch | Rotten Tomatoes","40%","65%","-0.06408412754535675","4","https://www.rottentomatoes.com/m/night_watch"
"All Nighter (2017) | Rotten Tomatoes","14%","39%","-0.41356252754727996","14","https://www.rottentomatoes.com/m/all_nighter"
"Becoming Bond | Rotten Tomatoes","78%","84%","0.7497622072696686","8","https://www.rottentomatoes.com/m/becoming_bond"
"The Disaster Artist | Rotten Tomatoes","90%","85%","0.6747647449374199","20","https://www.rottentomatoes.com/m/the_disaster_artist"
"Australia | Rotten Tomatoes","53%","65%","0.06138839821020762","20","https://www.rottentomatoes.com/m/australia"
"The Lost City of Z | Rotten Tomatoes","85%","58%","0.4273116663098335","20","https://www.rottentomatoes.com/m/the_lost_city_of_z"
"Flower | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/flower"
"The Marine 5: Battleground (2017) | Rotten Tomatoes","N/A","44%","-0.987152636051178","2","https://www.rottentomatoes.com/m/the_marine_5_battleground"
"Song to Song | Rotten Tomatoes","43%","36%","0.31261742611726123","20","https://www.rottentomatoes.com/m/song_to_song"
"Atomica | Rotten Tomatoes","23%","21%","-0.4997461289167404","4","https://www.rottentomatoes.com/m/atomica"
"Machine | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/machine"
"Invisible | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/invisible"
"The Girl Next Door | Rotten Tomatoes","N/A","65%","N/A","0","https://www.rottentomatoes.com/m/the_girl_next_door"
"The Girl Next Door | Rotten Tomatoes","N/A","75%","N/A","0","https://www.rottentomatoes.com/m/girl_next_door"
"The Boss Baby | Rotten Tomatoes","53%","51%","0.07791223376989365","20","https://www.rottentomatoes.com/m/the_boss_baby"
"The Boss Baby | Rotten Tomatoes","53%","51%","0.0881660853823026","20","https://www.rottentomatoes.com/m/boss_baby"
"Smurfs: The Lost Village | Rotten Tomatoes","41%","54%","0.2445177063345909","20","https://www.rottentomatoes.com/m/smurfs_the_lost_village"
"Wilson | Rotten Tomatoes","89%","40%","0.5251949429512024","4","https://www.rottentomatoes.com/m/wilson"
"The Zookeeper's Wife (2017) | Rotten Tomatoes","64%","76%","0.5711098313331604","20","https://www.rottentomatoes.com/m/the_zookeepers_wife"
"Candy | Rotten Tomatoes","47%","77%","0.1897590532898903","20","https://www.rottentomatoes.com/m/candy"
"Ghost in the Shell | Rotten Tomatoes","95%","89%","0.514102766662836","13","https://www.rottentomatoes.com/m/ghost_in_the_shell"
"Silk Road | Rotten Tomatoes","50%","39%","0.03722639062574931","15","https://www.rottentomatoes.com/m/silk_road"
"The Big Sick | Rotten Tomatoes","98%","88%","0.7296559810638428","20","https://www.rottentomatoes.com/m/the_big_sick"
"The Blackcoat's Daughter | Rotten Tomatoes","77%","52%","-0.026079112456904512","19","https://www.rottentomatoes.com/m/the_blackcoats_daughter"
"Guru | Rotten Tomatoes","92%","84%","0.6657739579677582","6","https://www.rottentomatoes.com/m/guru"
"Carrie Pilby | Rotten Tomatoes","65%","75%","0.260993879288435","12","https://www.rottentomatoes.com/m/carrie_pilby"
"The Missing | Rotten Tomatoes","N/A","58%","N/A","0","https://www.rottentomatoes.com/m/the_missing"
"Going in Style | Rotten Tomatoes","82%","75%","0.33335763216018677","3","https://www.rottentomatoes.com/m/going_in_style"
"A Fantastic Woman | Rotten Tomatoes","94%","76%","0.8318306878209114","20","https://www.rottentomatoes.com/m/a_fantastic_woman"
"Colossal | Rotten Tomatoes","82%","58%","0.5459690019488335","20","https://www.rottentomatoes.com/m/colossal"
"The Case for Christ (2017) | Rotten Tomatoes","63%","80%","0.2436156620581945","20","https://www.rottentomatoes.com/m/the_case_for_christ"
"The Case for Christ | Rotten Tomatoes","N/A","80%","N/A","0","https://www.rottentomatoes.com/m/case_for_christ"
"The Fate of the Furious | Rotten Tomatoes","67%","72%","-0.046016509334246315","20","https://www.rottentomatoes.com/m/the_fate_of_the_furious"
"Molly | Rotten Tomatoes","13%","52%","-0.7100333486284528","7","https://www.rottentomatoes.com/m/molly"
"Guardians of the Galaxy Vol. 2 | Rotten Tomatoes","85%","87%","0.16229864954948425","20","https://www.rottentomatoes.com/m/guardians_of_the_galaxy_vol_2"
"Final Exam | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/final_exam"
"Hostages | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/hostages"
"Gemini | Rotten Tomatoes","100%","71%","-0.8328298330307007","1","https://www.rottentomatoes.com/m/gemini"
"The Immortal Life of Henrietta Lacks | Rotten Tomatoes","69%","55%","0.11182833049032424","19","https://www.rottentomatoes.com/m/the_immortal_life_of_henrietta_lacks"
"A Ghost Story | Rotten Tomatoes","91%","67%","0.8146464029947916","20","https://www.rottentomatoes.com/m/a_ghost_story"
"Unlocked | Rotten Tomatoes","N/A","97%","N/A","0","https://www.rottentomatoes.com/m/unlocked"
"The Elephant King | Rotten Tomatoes","18%","64%","-0.5353686325252056","11","https://www.rottentomatoes.com/m/the_elephant_king"
"The Elephant King | Rotten Tomatoes","18%","64%","-0.5353686325252056","11","https://www.rottentomatoes.com/m/elephant_king"
"Snatched | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/snatched"
"Born Again | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/born_again"
"Alien: Covenant | Rotten Tomatoes","65%","55%","-0.1329594428340594","20","https://www.rottentomatoes.com/m/alien_covenant"
"King Arthur: Legend of the Sword | Rotten Tomatoes","31%","69%","-0.4987770890196164","20","https://www.rottentomatoes.com/m/king_arthur_legend_of_the_sword"
"Bad Influence | Rotten Tomatoes","65%","51%","0.9993816614151001","1","https://www.rottentomatoes.com/m/bad_influence"
"The Wizard of Lies | Rotten Tomatoes","73%","64%","-0.147728202243646","20","https://www.rottentomatoes.com/m/the_wizard_of_lies"
"Everything, Everything (2017) | Rotten Tomatoes","45%","61%","0.08488593498865764","20","https://www.rottentomatoes.com/m/everything_everything"
"Adrift (2018) | Rotten Tomatoes","69%","65%","0.2892747273047765","20","https://www.rottentomatoes.com/m/adrift"
"Wakefield | Rotten Tomatoes","74%","53%","0.2528998578588168","20","https://www.rottentomatoes.com/m/wakefield"
"Diary of a Wimpy Kid: The Long Haul | Rotten Tomatoes","19%","29%","-0.5433918734391531","20","https://www.rottentomatoes.com/m/diary_of_a_wimpy_kid_the_long_haul"
"Pirates of the Caribbean: Dead Men Tell No Tales | Rotten Tomatoes","30%","60%","-0.6542451505859693","20","https://www.rottentomatoes.com/m/pirates_of_the_caribbean_dead_men_tell_no_tales"
"Dirty Dancing | Rotten Tomatoes","72%","90%","0.5220061341921488","20","https://www.rottentomatoes.com/m/dirty_dancing"
"47 Meters Down | Rotten Tomatoes","53%","35%","0.4778068959712982","20","https://www.rottentomatoes.com/m/47_meters_down"
"Captain Underpants: The First Epic Movie | Rotten Tomatoes","87%","63%","0.5868739237387975","20","https://www.rottentomatoes.com/m/captain_underpants_the_first_epic_movie"
"Destination Wedding | Rotten Tomatoes","51%","57%","0.2543843314051628","20","https://www.rottentomatoes.com/m/destination_wedding"
"The Mummy | Rotten Tomatoes","63%","75%","0.02338789403438568","20","https://www.rottentomatoes.com/m/the_mummy"
"The Day After (1983) | Rotten Tomatoes","86%","69%","0.23629216849803925","12","https://www.rottentomatoes.com/m/day_after"
"First Man | Rotten Tomatoes","87%","68%","0.6560269022981325","20","https://www.rottentomatoes.com/m/first_man"
"My Cousin Rachel | Rotten Tomatoes","60%","75%","-0.1998087525367737","5","https://www.rottentomatoes.com/m/my_cousin_rachel"
"Once Upon a Time in Venice | Rotten Tomatoes","21%","28%","-0.6220041438937187","9","https://www.rottentomatoes.com/m/once_upon_a_time_in_venice"
"It Comes at Night | Rotten Tomatoes","88%","44%","0.5063107013702393","20","https://www.rottentomatoes.com/m/it_comes_at_night"
"Megan Leavey | Rotten Tomatoes","86%","82%","0.4249483322103818","20","https://www.rottentomatoes.com/m/megan_leavey"
"Beatriz at Dinner | Rotten Tomatoes","75%","53%","0.5035475566983223","20","https://www.rottentomatoes.com/m/beatriz_at_dinner"
"The Hunger | Rotten Tomatoes","60%","66%","-0.49396222084760666","8","https://www.rottentomatoes.com/m/the_hunger"
"Rough Night | Rotten Tomatoes","45%","29%","-0.39617152512073517","20","https://www.rottentomatoes.com/m/rough_night"
"Despicable Me 3 | Rotten Tomatoes","58%","53%","-0.5957765206694603","20","https://www.rottentomatoes.com/m/despicable_me_3"
"Cars 3 | Rotten Tomatoes","70%","69%","0.48984373609224957","20","https://www.rottentomatoes.com/m/cars_3"
"The Book of Henry | Rotten Tomatoes","21%","63%","-0.324954221645991","20","https://www.rottentomatoes.com/m/the_book_of_henry"
"Transformers: The Last Knight (2017) | Rotten Tomatoes","16%","43%","-0.426626518368721","20","https://www.rottentomatoes.com/m/transformers_the_last_knight"
"Humor Me | Rotten Tomatoes","70%","54%","0.4643646223204477","7","https://www.rottentomatoes.com/m/humor_me"
"Escape Room | Rotten Tomatoes","N/A","19%","N/A","0","https://www.rottentomatoes.com/m/escape_room"
"Ava | Rotten Tomatoes","85%","67%","-0.3354814847310384","3","https://www.rottentomatoes.com/m/ava"
"The Flock | Rotten Tomatoes","N/A","32%","N/A","0","https://www.rottentomatoes.com/m/the_flock"
"The Flock | Rotten Tomatoes","N/A","32%","0.9937349557876587","3","https://www.rottentomatoes.com/m/flock"
"Home Team | Rotten Tomatoes","N/A","11%","N/A","0","https://www.rottentomatoes.com/m/home_team"
"The Beguiled | Rotten Tomatoes","79%","48%","0.6332910358905792","20","https://www.rottentomatoes.com/m/the_beguiled"
"The Beguiled | Rotten Tomatoes","90%","72%","0.9894589483737946","2","https://www.rottentomatoes.com/m/beguiled"
"The Bad Batch | Rotten Tomatoes","45%","30%","-0.2631831342975299","20","https://www.rottentomatoes.com/m/the_bad_batch"
"Animal Crackers | Rotten Tomatoes","97%","88%","0.9989134073257446","1","https://www.rottentomatoes.com/m/animal_crackers"
"Role Models | Rotten Tomatoes","77%","74%","0.4126683523257573","20","https://www.rottentomatoes.com/m/role_models"
"Baby Driver | Rotten Tomatoes","92%","86%","0.49316327025492984","20","https://www.rottentomatoes.com/m/baby_driver"
"Okja | Rotten Tomatoes","87%","81%","0.5995499268174171","20","https://www.rottentomatoes.com/m/okja"
"2:22 | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/222"
"The Little Hours | Rotten Tomatoes","78%","50%","0.22805282721916834","20","https://www.rottentomatoes.com/m/the_little_hours"
"Amityville: The Awakening | Rotten Tomatoes","29%","32%","-0.007341831922531128","2","https://www.rottentomatoes.com/m/amityville_the_awakening"
"Inconceivable | Rotten Tomatoes","N/A","22%","N/A","0","https://www.rottentomatoes.com/m/inconceivable"
"Wish Upon | Rotten Tomatoes","20%","31%","-0.4774070978164673","20","https://www.rottentomatoes.com/m/wish_upon"
"Tour De Pharmacy | Rotten Tomatoes","90%","75%","0.20342547570665678","11","https://www.rottentomatoes.com/m/tour_de_pharmacy"
"Home Movies | Rotten Tomatoes","N/A","39%","0.9980997443199158","1","https://www.rottentomatoes.com/m/home_movies"
"War for the Planet of the Apes | Rotten Tomatoes","94%","84%","0.595891239742438","20","https://www.rottentomatoes.com/m/war_for_the_planet_of_the_apes"
"The Saint | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/the_saint"
"The Saint | Rotten Tomatoes","30%","63%","-0.48645442724227905","18","https://www.rottentomatoes.com/m/saint"
"Tulip Fever | Rotten Tomatoes","10%","42%","-0.25020475933949154","20","https://www.rottentomatoes.com/m/tulip_fever"
"American Assassin | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/american_assassin"
"Romeo Is Bleeding | Rotten Tomatoes","28%","61%","-0.7487367366751034","11","https://www.rottentomatoes.com/m/romeo_is_bleeding"
"Falling | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/falling"
"Dunkirk | Rotten Tomatoes","N/A","73%","N/A","0","https://www.rottentomatoes.com/m/dunkirk"
"Girls Trip | Rotten Tomatoes","91%","78%","0.40488776316245395","20","https://www.rottentomatoes.com/m/girls_trip"
"The Emoji Movie | Rotten Tomatoes","6%","36%","-0.7474009270469347","20","https://www.rottentomatoes.com/m/the_emoji_movie"
"(Romance) in the Digital Age | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/romance_in_the_digital_age"
"Quest | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/quest"
"The Only Living Boy in New York | Rotten Tomatoes","33%","60%","-0.25620246678590775","20","https://www.rottentomatoes.com/m/the_only_living_boy_in_new_york"
"Brigsby Bear (2017) | Rotten Tomatoes","83%","87%","0.590397022664547","20","https://www.rottentomatoes.com/m/brigsby_bear"
"After the Wedding | Rotten Tomatoes","87%","87%","0.5810999497771263","20","https://www.rottentomatoes.com/m/after_the_wedding"
"The Gateway | Rotten Tomatoes","50%","38%","0.14078235626220703","7","https://www.rottentomatoes.com/m/the_gateway"
"An Inconvenient Sequel: Truth to Power | Rotten Tomatoes","80%","50%","0.25756507863601047","20","https://www.rottentomatoes.com/m/an_inconvenient_sequel_truth_to_power"
"Step | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/step"
"Call Me by Your Name | Rotten Tomatoes","95%","86%","0.6826964517434438","20","https://www.rottentomatoes.com/m/call_me_by_your_name"
"Menashe | Rotten Tomatoes","95%","65%","0.9175281574328741","20","https://www.rottentomatoes.com/m/menashe"
"Mr. Roosevelt | Rotten Tomatoes","100%","58%","0.5504950657486916","11","https://www.rottentomatoes.com/m/mr_roosevelt"
"Love and Bullets | Rotten Tomatoes","N/A","35%","0.9853708744049072","1","https://www.rottentomatoes.com/m/love_and_bullets"
"Annabelle: Creation | Rotten Tomatoes","70%","68%","0.08439382910728455","20","https://www.rottentomatoes.com/m/annabelle_creation"
"Wind River | Rotten Tomatoes","N/A","57%","N/A","0","https://www.rottentomatoes.com/m/wind_river"
"Kidnap | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/kidnap"
"Final Portrait | Rotten Tomatoes","73%","48%","0.1582354505856832","20","https://www.rottentomatoes.com/m/final_portrait"
"The Dark Tower | Rotten Tomatoes","N/A","33%","N/A","0","https://www.rottentomatoes.com/m/the_dark_tower"
"A Bad Moms Christmas | Rotten Tomatoes","32%","43%","-0.3895287166039149","20","https://www.rottentomatoes.com/m/a_bad_moms_christmas"
"Armed Response | Rotten Tomatoes","N/A","35%","N/A","0","https://www.rottentomatoes.com/m/armed_response"
"All I See Is You | Rotten Tomatoes","30%","29%","-0.009774642686049143","20","https://www.rottentomatoes.com/m/all_i_see_is_you"
"Ingrid Goes West | Rotten Tomatoes","84%","71%","0.42206525305906933","20","https://www.rottentomatoes.com/m/ingrid_goes_west"
"Good Time | Rotten Tomatoes","91%","82%","0.5687204798062643","20","https://www.rottentomatoes.com/m/good_time"
"The Glass Castle | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/the_glass_castle"
"The Nut Job 2: Nutty by Nature | Rotten Tomatoes","15%","44%","-0.25794387608766556","20","https://www.rottentomatoes.com/m/the_nut_job_2_nutty_by_nature"
"The Hitman's Bodyguard | Rotten Tomatoes","44%","67%","-0.49871612588564557","20","https://www.rottentomatoes.com/m/the_hitmans_bodyguard"
